abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
1.2370891235396372e-07,0.0037724605283528945,1.0,9.443428423966697e-10,69.62230140618729,5.502832573256456e-05,2.868323150206572e-05,2.7528032660484314e-05,3.7077027172927046e-06,1.0698642930445682e-05,1.1446096055317535e-10,,131.00000001222827,0.04166666666666667,2.9615555831696838e-05,65.5,28342.34645070448,0.9999999999999999,0.007575757575757576,,2.1669920772637856e-05,0.0,,1.4629333691118518e-05,-0.18649857727406838,0.26515151515151514,0.5884654750256779,0.44696969696969696,8.958467582600164,,8.618015572501689e-06,1.0306378016562711e-05,7.539456280326928e-08,6.4321229729102924e-06,7.68502832215745e-06,-1.1218317013117485e-06,0.10606060606060606,41.2743806866148,,40.0,5.0,1.0470697780328848,5.1320623015271856e-05,41.0,0.40151515151515155,3.061353834424029e-05,0.26123320855516907,5.453864314386691e-08,0.1518152742015389,-2.4197492874219657,-0.14778648121547366,0.8915628399794372,1.984819451122796,23.0,0.44696969696969696,0.0,0.6408852790201892,-0.06827243444458406,0.16082348228517004,0.6108433878627939,1.973691937960205e-10,0.0013501355201697152,4.619052688552704e-06,1.6234608282514877e-05,2.137607913873977,1.5432131193932082e-05,2.5940305188998786e-10,0.0
